,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_model_snr
4270,FALSE POSITIVE,1,0,0,0,203.511886,3.671,167.1,0.3979,2.07,442.0,9.02,6967.0,4.193,1.565,9.3
4271,CANDIDATE,0,0,0,0,3.70858595,1.94,305.4,0.115,1.33,995.0,231.84,5420.0,4.596,0.771,11.3
4272,CANDIDATE,0,0,0,0,9.4527721,3.817,197.3,0.746,1.3,832.0,113.38,5973.0,4.547,0.857,11.3
4273,CANDIDATE,0,0,0,0,4.3638313,1.457,194.1,0.39,1.08,976.0,214.31,5623.0,4.596,0.763,10.3
4274,CONFIRMED,0,0,0,0,6.18943952,2.3316,83.2,0.334,0.65,783.0,88.79,5051.0,4.562,0.721,26.8
4275,CANDIDATE,0,0,0,0,6.83006228,3.315,187.4,0.006,1.09,882.0,142.95,5807.0,4.576,0.8,12.1
4276,CANDIDATE,0,0,0,0,17.1622587,4.668,312.2,1.201,22.42,674.0,48.86,5729.0,4.509,0.939,11.7
4277,CANDIDATE,0,0,0,0,5.19898615,2.359,136.8,0.428,1.04,1035.0,271.21,6058.0,4.54,0.867,11.5
4278,CONFIRMED,0,0,0,0,8.70179611,3.048,304.1,0.045,1.37,750.0,74.58,5295.0,4.548,0.8,11.8
4279,CANDIDATE,0,0,0,0,14.74426,8.168,113.6,1.063,8.1,784.0,89.04,6146.0,4.454,0.987,11.9
4280,FALSE POSITIVE,0,0,1,1,0.933747395,4.798,30.9,0.541,1.24,2596.0,10738.05,5574.0,3.818,2.174,26.7
4281,FALSE POSITIVE,1,0,0,0,58.873429,17.487,226470.0,0.0,76.18,679.0,50.35,7078.0,4.192,1.568,106.8
4282,FALSE POSITIVE,1,0,0,0,14.1166583,9.12,449.3,1.9614,238.66,1205.0,497.8,6526.0,3.883,2.238,5.9
4283,CANDIDATE,0,0,0,0,35.0175053,3.608,292.0,0.809,2.13,617.0,34.32,5944.0,4.293,1.123,12.8
4284,CONFIRMED,0,0,0,0,47.3128645,11.444,217.4,0.967,3.71,658.0,44.26,5749.0,4.002,1.876,17.6
4285,FALSE POSITIVE,1,0,0,0,29.6990126,1.849,93.3,0.3636,1.93,880.0,141.6,6382.0,3.94,1.961,7.4
4286,CONFIRMED,0,0,0,0,6.1082945,3.493,61.1,0.63,1.06,1267.0,608.39,6720.0,4.316,1.289,10.8
4287,FALSE POSITIVE,1,0,1,1,119.72007,9.48,115.6,0.025,1.26,410.0,6.67,5963.0,4.321,1.176,9.0
4288,FALSE POSITIVE,1,0,0,0,1.27839331,6.343,19.5,0.201,0.86,2853.0,15656.19,7758.0,4.106,1.918,15.2
4289,CONFIRMED,0,0,0,0,7.545922037,4.0329,22.2,0.625,0.68,1084.0,326.67,5788.0,4.178,1.376,13.4
4290,FALSE POSITIVE,1,0,1,0,0.58675746,1.508,143.8,1.183,19.91,2157.0,5080.59,5942.0,4.506,0.938,18.4
4291,CANDIDATE,0,0,0,0,22.599501,4.38,76.9,0.12,0.96,734.0,68.48,6335.0,4.375,1.087,2.9
4292,FALSE POSITIVE,1,0,0,0,373.74856,28.18,797.8,0.9735,4.45,287.0,1.59,6343.0,4.411,1.137,12.6
4293,FALSE POSITIVE,0,0,1,0,20.8822079,4.556,1107.0,0.1364,3.63,661.0,45.17,5780.0,4.438,1.0,11.0
4294,CONFIRMED,0,0,0,0,7.28171395,1.723,111.6,0.956,2.59,1086.0,329.68,4970.0,3.924,1.806,14.4
4295,FALSE POSITIVE,0,0,1,0,8.0386699,3.549,142.0,0.399,1.18,926.0,173.92,6018.0,4.485,0.975,11.6
4296,CONFIRMED,0,0,0,0,44.9851885,4.164,617.8,0.664,2.09,433.0,8.34,5295.0,4.548,0.8,12.7
4297,FALSE POSITIVE,0,0,1,0,6.67410577,3.645,160.9,0.927,1.62,1022.0,257.38,5949.0,4.389,1.041,12.6
4298,FALSE POSITIVE,1,0,0,0,374.92478,18.05,610.0,0.348,1.67,171.0,0.2,4407.0,4.593,0.69,6.0
4299,CANDIDATE,0,0,0,0,5.89089509,2.402,267.7,0.282,1.54,985.0,223.02,5869.0,4.513,0.942,11.7
4300,CANDIDATE,0,0,0,0,4.13029832,2.461,325.3,0.041,1.44,995.0,231.52,5490.0,4.557,0.81,8.7
4301,FALSE POSITIVE,0,0,1,0,4.60690612,4.176,137.5,0.203,0.9,950.0,192.38,5529.0,4.583,0.775,13.3
4302,FALSE POSITIVE,0,0,1,1,1.50178705,2.936,86.7,0.359,0.93,1617.0,1619.24,5964.0,4.471,0.987,13.4
4303,FALSE POSITIVE,0,1,0,0,0.499664962,1.6123,34.3,0.28,0.5,2056.0,4230.98,5570.0,4.561,0.855,31.6
4304,FALSE POSITIVE,0,1,1,1,17.4453935,6.39,501.7,1.254,32.01,770.0,83.11,6260.0,4.433,1.063,16.4
4305,CANDIDATE,0,0,0,0,201.325036,14.4,125.4,0.597,1.98,410.0,6.71,6120.0,4.093,1.699,14.2
4306,CANDIDATE,0,0,0,0,5.59346375,1.668,236.5,0.079,1.43,1008.0,243.63,5874.0,4.498,0.933,9.5
4307,CANDIDATE,0,0,0,0,3.44928111,1.424,237.0,0.534,1.23,966.0,206.55,5119.0,4.591,0.781,9.7
4308,FALSE POSITIVE,0,0,0,1,1.4725859,2.953,84.4,0.377,0.93,1662.0,1801.98,6077.0,4.471,0.999,13.3
4309,FALSE POSITIVE,0,0,0,1,2.97607935,4.606,130.4,0.7955,1.1,1144.0,404.28,5547.0,4.534,0.865,14.1
4310,CANDIDATE,0,0,0,0,37.9043889,11.638,98.2,0.473,1.97,693.0,54.36,5303.0,3.87,1.964,13.9
4311,FALSE POSITIVE,0,1,1,0,1.44438449,2.704,75.4,0.466,1.08,1980.0,3622.28,6667.0,4.358,1.213,10.8
4312,CANDIDATE,0,0,0,0,6.88297756,2.065,30.4,0.707,0.77,1141.0,400.53,6117.0,4.244,1.298,13.2
4313,CANDIDATE,0,0,0,0,8.7963166,4.696,96.5,0.979,1.36,882.0,142.92,5780.0,4.438,1.0,11.9
4314,CANDIDATE,0,0,0,0,2.049602348,1.061,186.1,0.435,1.08,1203.0,494.57,5356.0,4.589,0.78,11.3
4315,CANDIDATE,0,0,0,0,53.285584,6.492,158.6,0.754,1.44,537.0,19.63,6015.0,4.297,1.057,11.0
4316,CANDIDATE,0,0,0,0,5.8943338,3.475,28.9,0.003,0.61,1092.0,335.9,5929.0,4.357,1.145,10.7
4317,CANDIDATE,0,0,0,0,8.119343,3.558,350.4,0.032,1.5,794.0,94.08,5490.0,4.557,0.81,8.2
4318,CONFIRMED,0,0,0,0,7.74347801,2.7878,77.8,0.018,0.62,727.0,65.88,5051.0,4.562,0.721,24.4
4319,CANDIDATE,0,0,0,0,18.0071438,5.401,80.8,0.081,1.05,799.0,96.25,6173.0,4.314,1.167,13.1
4320,CONFIRMED,0,0,0,0,5.60473115,2.885,210.0,0.221,1.11,866.0,132.98,5401.0,4.593,0.777,11.9
4321,FALSE POSITIVE,0,0,1,1,132.778041,5.624,9036.0,0.735,10.38,357.0,3.83,5780.0,4.438,1.0,10.6
4322,CANDIDATE,0,0,0,0,2.49915311,1.803,179.2,0.666,1.02,983.0,220.65,4705.0,4.572,0.72,13.4
4323,FALSE POSITIVE,1,0,1,0,184.568,13.09,409.9,0.2544,1.53,282.0,1.5,5680.0,4.595,0.75,10.2
4324,CANDIDATE,0,0,0,0,105.997107,3.751,430.8,0.667,1.83,373.0,4.59,6068.0,4.565,0.831,10.9
4325,FALSE POSITIVE,0,0,1,1,2.48882685,3.487,80.2,0.711,1.05,1477.0,1124.85,6246.0,4.433,1.092,14.2
4326,FALSE POSITIVE,1,0,0,0,367.19796,15.92,146.1,0.0858,1.08,253.0,0.96,6054.0,4.525,0.889,10.7
4327,CANDIDATE,0,0,0,0,6.30432354,2.508,40.0,0.665,1.23,1510.0,1229.72,6728.0,3.987,1.836,10.7
4328,FALSE POSITIVE,0,0,1,0,17.6604653,2.837,309.2,0.689,1.76,690.0,53.57,5910.0,4.505,0.94,11.3
4329,CANDIDATE,0,0,0,0,3.38419892,1.485,228.2,0.176,1.2,1074.0,313.79,5613.0,4.581,0.795,11.5
4330,FALSE POSITIVE,1,0,1,0,1.69999106,3.289,95.6,0.388,0.55,934.0,180.38,4289.0,4.684,0.554,10.6
4331,CANDIDATE,0,0,0,0,1.19260017,1.502,58.0,0.015,0.77,1726.0,2107.84,5600.0,4.349,1.013,11.7
4332,FALSE POSITIVE,1,0,1,1,4.2059745,8.006,41.2,0.115,0.75,1263.0,601.3,5960.0,4.291,1.163,7.7
4333,CANDIDATE,0,0,0,0,216.456055,11.067,1002.8,0.033,3.61,320.0,2.48,5645.0,4.299,1.155,14.2
4334,FALSE POSITIVE,1,0,0,1,0.566803216,3.325,20.2,0.424,0.54,2642.0,11526.75,6473.0,4.33,1.182,15.5
4335,FALSE POSITIVE,1,0,0,0,365.13981,4.46,531.0,0.0901,1.86,228.0,0.64,5610.0,4.564,0.815,7.9
4336,FALSE POSITIVE,0,0,1,1,37.809539,7.547,487.4,0.03,1.79,483.0,12.89,5595.0,4.57,0.82,9.7
4337,FALSE POSITIVE,1,0,0,0,381.18654,9.73,985.0,0.4109,2.29,193.0,0.33,4977.0,4.607,0.734,9.0
4338,CANDIDATE,0,0,0,0,12.003678,2.799,281.7,0.076,0.97,503.0,15.12,4328.0,4.654,0.594,12.0
4339,CONFIRMED,0,0,0,0,5.17624997,5.261,78.7,0.097,1.31,1243.0,565.42,5578.0,4.088,1.497,13.4
4340,FALSE POSITIVE,1,0,0,0,370.62071,12.58,344.3,0.1419,2.12,295.0,1.78,6432.0,4.382,1.136,10.5
4341,FALSE POSITIVE,0,0,1,0,0.589458602,0.8278,158.4,0.086,0.98,1848.0,2736.51,5286.0,4.517,0.776,17.3
4342,CONFIRMED,0,0,0,0,3.91794676,2.549,116.5,0.337,0.94,1030.0,266.81,5500.0,4.547,0.87,13.5
4343,CANDIDATE,0,0,0,0,6.0059966,3.096,39.2,0.135,0.73,1130.0,385.87,6103.0,4.331,1.16,7.8
4344,CANDIDATE,0,0,0,0,4.22426989,4.22,13.6,0.716,0.35,1069.0,309.32,5735.0,4.501,0.883,11.0
4345,CANDIDATE,0,0,0,0,330.906041,3.846,740.0,0.005,2.05,225.0,0.6,5461.0,4.589,0.769,7.3
4346,CANDIDATE,0,0,0,0,56.3479517,8.789,43.6,0.768,1.06,586.0,27.97,5843.0,4.086,1.471,15.1
4347,FALSE POSITIVE,0,1,1,0,0.614701901,0.947,131.6,0.2344,0.82,1656.0,1779.79,4954.0,4.563,0.724,11.2
4348,FALSE POSITIVE,1,0,0,0,0.934181579,3.943,12.1,0.62,0.79,3268.0,26937.31,7624.0,4.029,2.152,19.8
4349,CANDIDATE,0,0,0,0,19.9778599,5.96,83.4,0.172,1.07,773.0,84.29,6392.0,4.399,1.162,12.8
4350,FALSE POSITIVE,1,0,0,0,379.65261,19.04,82.3,0.1971,1.2,330.0,2.8,6471.0,4.141,1.302,8.0
4351,CANDIDATE,0,0,0,0,17.543847,5.948,196.3,0.579,1.15,658.0,44.42,5957.0,4.579,0.791,9.9
4352,CANDIDATE,0,0,0,0,3.8183717,2.687,50.8,0.878,1.39,1683.0,1894.37,6738.0,4.109,1.692,11.8
4353,FALSE POSITIVE,0,0,1,0,1.215181097,1.295,39.7,0.1356,0.87,2230.0,5844.41,6717.0,4.268,1.365,11.8
4354,FALSE POSITIVE,0,0,1,0,21.5324915,4.156,100.5,0.5366,1.47,876.0,139.32,6737.0,4.228,1.41,12.1
4355,FALSE POSITIVE,0,0,1,1,3.74779583,3.157,88.5,0.39,1.06,1324.0,725.94,6341.0,4.409,1.111,14.4
4356,CANDIDATE,0,0,0,0,9.07829171,0.783,530.9,0.164,3.69,984.0,221.32,5086.0,4.002,1.611,7.0
4357,FALSE POSITIVE,1,0,1,1,0.91842238,5.664,162.9,1.186,16.07,1525.0,1280.4,5288.0,4.613,0.74,12.9
4358,FALSE POSITIVE,1,0,0,0,373.43233,16.5,166.7,0.0802,1.48,290.0,1.66,6146.0,4.303,1.141,12.9
4359,CONFIRMED,0,0,0,0,9.74048508,1.6993,121.4,0.89,0.95,673.0,48.52,5051.0,4.562,0.721,25.8
4360,FALSE POSITIVE,1,0,0,0,397.73781,13.08,460.8,0.1656,2.2,264.0,1.16,6194.0,4.457,1.02,8.8
4361,FALSE POSITIVE,0,0,0,1,5.35745121,2.592,78.2,0.119,1.65,1457.0,1065.83,6123.0,3.982,1.86,16.4
4362,FALSE POSITIVE,0,1,0,1,2.16132662,4.487,112.2,0.778,0.5,687.0,52.58,3754.0,4.818,0.43,25.3
4363,CANDIDATE,0,0,0,0,6.41097179,2.582,233.5,0.261,1.4,886.0,146.16,5383.0,4.486,0.933,8.5
4364,CONFIRMED,0,0,0,0,6.76289308,6.204,50.9,0.553,1.21,1337.0,754.37,6547.0,4.122,1.63,14.6
4365,CANDIDATE,0,0,0,0,75.2116373,3.203,362.6,0.058,2.83,516.0,16.78,5818.0,4.165,1.5,13.1
4366,CANDIDATE,0,0,0,0,6.36283414,3.752,159.4,0.141,1.12,956.0,197.84,5955.0,4.534,0.883,9.9
4367,CANDIDATE,0,0,0,0,7.53737498,3.966,41.1,0.225,0.93,1210.0,506.84,6483.0,4.206,1.436,11.3
4368,FALSE POSITIVE,0,0,1,0,1.09844642,1.528,45.0,0.727,1.73,2921.0,17139.77,6403.0,3.772,2.391,15.1
4369,FALSE POSITIVE,0,0,0,1,25.94947,15.7,238.3,0.678,1.22,508.0,15.74,5348.0,4.609,0.748,8.2
4370,CANDIDATE,0,0,0,0,7.57600886,3.361,49.0,0.267,0.54,778.0,86.87,5361.0,4.588,0.774,12.5
4371,FALSE POSITIVE,0,0,0,1,1.8789138,4.279,30.2,0.536,1.9,3330.0,29112.69,8046.0,3.704,3.339,17.8
4372,CONFIRMED,0,0,0,0,41.8681996,5.783,150.7,0.923,1.25,492.0,13.89,5852.0,4.559,0.837,12.5
4373,FALSE POSITIVE,0,1,1,0,0.514771509,1.256,43.4,0.222,0.57,2113.0,4749.21,5730.0,4.545,0.87,12.0
4374,CONFIRMED,0,0,0,0,8.61742738,2.713,154.9,0.059,1.01,733.0,68.28,5009.0,4.491,0.84,11.3
4375,FALSE POSITIVE,1,0,0,0,35.945188,8.23,72.6,0.1278,1.5,789.0,91.51,6578.0,4.087,1.744,4.1
4376,FALSE POSITIVE,0,0,1,0,5.00749378,2.898,56.6,0.206,1.68,1499.0,1192.26,5242.0,3.644,2.243,14.7
4377,CONFIRMED,0,0,0,0,196.436796,8.556,631.9,0.019,2.33,292.0,1.72,5462.0,4.452,0.946,14.4
4378,CANDIDATE,0,0,0,0,8.8303681,3.426,296.2,0.746,1.32,676.0,49.36,5051.0,4.628,0.706,10.9
4379,CANDIDATE,0,0,0,0,12.85755895,4.831,106.5,0.55,1.23,860.0,129.15,5860.0,4.276,1.156,14.2
4380,FALSE POSITIVE,1,0,1,1,0.566810643,3.471,45.6,0.315,0.52,1976.0,3605.07,5776.0,4.598,0.758,17.2
4381,CANDIDATE,0,0,0,0,33.502923,11.947,70.9,0.756,1.08,645.0,40.79,5999.0,4.263,1.177,12.5
4382,CANDIDATE,0,0,0,0,148.568877,4.399,404.4,0.243,5.97,555.0,22.49,5814.0,3.68,2.985,11.6
4383,CANDIDATE,0,0,0,0,9.3335486,6.643,71.2,0.725,1.69,1082.0,323.68,5354.0,3.927,1.863,11.7
4384,FALSE POSITIVE,0,0,1,0,262.477098,5.816,1016.0,0.0753,1.92,178.0,0.24,4227.0,4.641,0.62,9.7
4385,FALSE POSITIVE,0,0,1,0,2.21030572,2.492,92.0,0.233,1.06,1572.0,1440.34,6355.0,4.418,1.09,11.4
4386,CANDIDATE,0,0,0,0,9.54060855,1.869,462.0,0.031,1.75,735.0,69.25,5271.0,4.522,0.831,11.2
4387,FALSE POSITIVE,0,0,1,0,5.99321872,3.92,203.2,0.02,1.23,952.0,194.41,5853.0,4.544,0.868,9.5
4388,CANDIDATE,0,0,0,0,1.80926734,2.469,98.0,0.385,0.89,1444.0,1028.71,5897.0,4.531,0.891,10.9
4389,FALSE POSITIVE,0,1,1,1,0.70544189,1.772,133.5,0.328,1.04,1960.0,3481.65,5838.0,4.529,0.897,13.9
4390,FALSE POSITIVE,1,0,1,0,0.981399749,0.5051,158.3,0.408,1.21,1820.0,2602.14,6038.0,4.524,0.898,16.2
4391,CANDIDATE,0,0,0,0,5.04413987,1.623,172.0,0.727,1.18,862.0,130.09,4954.0,4.5,0.828,10.2
4392,FALSE POSITIVE,0,0,1,1,0.933728755,4.363,13.5,0.645,0.72,2777.0,14057.75,6652.0,4.036,1.863,17.9
4393,FALSE POSITIVE,1,0,0,0,12.607591424,29.1267,79.5,0.996,1.61,809.0,101.31,6047.0,4.47,1.002,41.6
4394,CANDIDATE,0,0,0,0,5.3694084,3.949,40.0,0.837,0.62,974.0,212.68,5753.0,4.538,0.869,8.0
4395,CANDIDATE,0,0,0,0,5.65690281,3.583,32.2,0.014,0.74,1159.0,425.7,5687.0,4.191,1.32,10.4
4396,FALSE POSITIVE,0,0,1,0,0.734573766,1.295,68.4,0.044,0.86,2061.0,4270.04,5602.0,4.325,1.051,11.4
4397,FALSE POSITIVE,1,0,0,0,289.86046,11.103,234.5,0.3711,1.5,279.0,1.43,5914.0,4.451,0.971,10.3
4398,FALSE POSITIVE,1,0,0,0,357.13089,13.04,330.5,0.1365,1.62,246.0,0.87,5838.0,4.529,0.897,11.8
4399,FALSE POSITIVE,1,0,0,0,370.50684,12.132,418.6,0.0647,2.06,277.0,1.39,6360.0,4.458,0.999,8.8
4400,FALSE POSITIVE,0,0,0,1,1.332580225,2.057,46.3,0.519,2.18,3111.0,22103.67,6858.0,3.731,3.096,16.4
4401,CANDIDATE,0,0,0,0,7.4299322,4.013,164.9,0.826,1.81,1024.0,259.7,5635.0,4.23,1.252,9.8
4402,CANDIDATE,0,0,0,0,79.334347,10.886,164.9,0.652,1.56,500.0,14.73,6384.0,4.33,1.15,14.6
4403,CANDIDATE,0,0,0,0,5.68251605,3.479,81.2,0.0,1.03,1090.0,333.82,5753.0,4.319,1.157,9.4
4404,CONFIRMED,0,0,0,0,7.99144696,3.639,145.0,0.94,1.53,901.0,155.95,5700.0,4.434,1.006,12.8
4405,FALSE POSITIVE,1,0,0,0,2.9039446,10.542,13.1,0.686,1.17,2637.0,11446.75,7846.0,3.829,3.05,32.0
4406,FALSE POSITIVE,1,0,0,0,68.538296,3.627,1087.0,0.002,25.77,1031.0,267.17,4687.0,2.613,8.123,11.3
4407,CANDIDATE,0,0,0,0,4.52628739,3.736,99.6,0.5,1.02,1089.0,332.79,5700.0,4.434,1.006,12.5
4408,FALSE POSITIVE,1,0,0,0,369.7985,12.564,1106.4,0.1382,2.53,225.0,0.61,5680.0,4.582,0.757,11.1
4409,FALSE POSITIVE,1,0,1,0,6.5588346,3.034,41.2,0.7173,0.7,973.0,211.64,5780.0,4.438,1.0,8.1
4410,FALSE POSITIVE,0,1,1,1,0.643007769,0.69,68.1,0.012,0.35,1070.0,311.13,3925.0,4.825,0.421,10.3
4411,CANDIDATE,0,0,0,0,0.597018404,0.4778,245.4,0.44,1.09,1578.0,1473.77,4985.0,4.675,0.63,16.5
4412,FALSE POSITIVE,0,0,1,1,1.061937837,2.31,52.0,0.125,0.68,1757.0,2252.16,5893.0,4.505,0.941,16.3
4413,CANDIDATE,0,0,0,0,4.82025124,2.129,94.1,0.538,0.78,1018.0,254.2,6035.0,4.591,0.777,8.5
4414,CANDIDATE,0,0,0,0,12.4019263,4.043,211.1,0.924,1.49,713.0,60.93,5555.0,4.514,0.832,9.5
4415,CANDIDATE,0,0,0,0,152.823896,7.734,456.2,0.119,2.45,395.0,5.77,6452.0,4.394,1.137,9.9
4416,FALSE POSITIVE,0,1,0,0,15.07277287,0.7794,345.0,0.891,1.73,635.0,38.57,5521.0,4.594,0.771,13.0
4417,FALSE POSITIVE,0,0,1,0,1.71659304,1.154,138.0,0.1534,1.17,1607.0,1577.89,6192.0,4.467,0.987,9.5
4418,CANDIDATE,0,0,0,0,6.80899076,2.077,1192.0,1.9253,89.29,795.0,94.48,4992.0,4.483,0.854,11.5
4419,CANDIDATE,0,0,0,0,77.915425,8.274,178.8,0.448,1.17,367.0,4.28,5135.0,4.464,0.874,9.2
4420,FALSE POSITIVE,0,0,1,0,358.818895,2.503,666.1,0.825,2.66,262.0,1.11,6056.0,4.47,0.918,11.5
4421,FALSE POSITIVE,1,0,0,0,181.3537,16.19,455.0,0.5983,2.11,317.0,2.39,5900.0,4.509,0.951,11.7
4422,CANDIDATE,0,0,0,0,284.727213,10.299,355.3,0.316,2.02,278.0,1.41,5497.0,4.332,1.08,12.7
4423,FALSE POSITIVE,0,0,1,1,3.74786694,3.632,80.9,0.49,0.89,1176.0,451.72,5957.0,4.498,0.971,19.1
4424,CANDIDATE,0,0,0,0,30.5392931,6.887,428.2,0.045,2.72,669.0,47.46,5803.0,4.211,1.328,15.0
4425,FALSE POSITIVE,0,1,1,0,0.913244995,0.4931,47.8,0.286,0.77,1967.0,3541.46,5923.0,4.402,1.049,10.2
4426,FALSE POSITIVE,0,0,1,1,2.97599368,4.023,55.0,0.243,0.79,1395.0,894.1,6202.0,4.394,1.055,13.0
4427,CANDIDATE,0,0,0,0,8.31224474,2.663,70.8,1.111,10.63,801.0,97.64,5421.0,4.483,0.816,12.2
4428,FALSE POSITIVE,0,1,1,0,0.584148495,1.6192,66.2,0.584,0.87,2130.0,4882.9,5427.0,4.347,1.031,21.9
4429,CANDIDATE,0,0,0,0,12.6362048,3.961,124.0,0.174,1.1,774.0,85.06,5772.0,4.457,0.992,11.5
4430,FALSE POSITIVE,1,0,1,0,0.824180121,2.839,208.1,1.171,17.8,1912.0,3155.32,5977.0,4.514,0.883,39.7
4431,FALSE POSITIVE,1,0,1,0,0.579770948,1.0377,467.9,0.946,2.4,1953.0,3425.06,5561.0,4.561,0.854,44.3
4432,CANDIDATE,0,0,0,0,23.266633,8.315,49.9,0.092,2.66,1156.0,422.77,5758.0,3.456,3.775,11.4
4433,FALSE POSITIVE,1,0,0,0,0.92225589,4.227,33.0,0.992,1.29,2206.0,5614.19,5631.0,4.114,1.485,7.1
4434,CANDIDATE,0,0,0,0,7.94004281,3.282,81.9,0.004,0.98,1010.0,245.79,6278.0,4.425,1.081,10.7
4435,CANDIDATE,0,0,0,0,2.85855049,2.341,85.4,0.972,1.23,1212.0,510.14,5441.0,4.415,0.964,11.4
4436,FALSE POSITIVE,0,0,1,1,0.75499096,2.485,215.8,0.322,1.39,1949.0,3403.34,5743.0,4.466,0.946,9.9
4437,FALSE POSITIVE,1,0,0,0,353.40191,6.681,948.0,0.4702,2.35,202.0,0.39,4957.0,4.561,0.763,9.1
4438,CANDIDATE,0,0,0,0,8.95294046,2.995,44.0,0.718,0.86,1012.0,247.66,6047.0,4.266,1.207,13.0
4439,FALSE POSITIVE,1,0,1,1,1.428596987,2.1401,50.0,0.7017,1.62,2637.0,11425.1,6745.0,3.901,2.144,26.1
4440,CANDIDATE,0,0,0,0,4.84350003,3.045,50.2,0.906,0.9,1121.0,373.1,5762.0,4.348,1.056,10.4
4441,CANDIDATE,0,0,0,0,45.163025,7.03,130.3,0.2057,2.35,886.0,145.48,7675.0,4.051,2.015,8.7
4442,CANDIDATE,0,0,0,0,36.7614011,15.982,160.9,0.984,1.52,475.0,12.0,5305.0,4.504,0.823,16.2
4443,CANDIDATE,0,0,0,0,4.373570433,0.623,366.0,0.1,1.23,727.0,66.12,4362.0,4.623,0.64,14.5
4444,FALSE POSITIVE,0,0,1,1,2.21701025,2.148,29.4,0.0662,1.16,2371.0,7467.21,7524.0,4.067,2.092,11.7
4445,FALSE POSITIVE,0,1,0,0,43.0759115,90.95,3452.0,1.256,213.46,1032.0,268.5,4766.0,2.919,5.915,323.1
4446,CANDIDATE,0,0,0,0,154.674369,9.35,435.8,0.777,2.29,371.0,4.47,6338.0,4.449,1.002,13.5
4447,FALSE POSITIVE,1,0,0,0,372.62637,18.52,542.0,0.5353,2.38,258.0,1.05,6014.0,4.486,0.993,11.9
4448,FALSE POSITIVE,0,0,1,0,1.02087831,2.429,33.4,0.148,0.64,1903.0,3115.14,5750.0,4.337,1.106,9.9
4449,FALSE POSITIVE,0,0,1,0,1.26132769,1.244,109.7,0.289,0.14,447.0,9.46,2900.0,5.224,0.132,9.9
4450,FALSE POSITIVE,0,1,0,0,6.09406648,2.085,3027.0,1.235,54.54,1417.0,953.63,6785.0,4.162,1.666,19.0
4451,FALSE POSITIVE,0,1,0,1,1.1578141,3.253,54.8,0.564,1.24,2133.0,4895.77,5412.0,3.941,1.629,27.8
4452,CANDIDATE,0,0,0,0,15.9513866,2.285,99.2,0.197,1.17,849.0,123.03,6451.0,4.375,1.168,9.2
4453,FALSE POSITIVE,1,0,0,0,0.566800926,4.407,264.5,0.971,2.19,2200.0,5563.01,5780.0,4.438,1.0,63.2
4454,FALSE POSITIVE,0,0,1,0,24.1876477,2.654,194.8,1.8212,118.8,782.0,88.31,6437.0,4.273,1.31,11.4
4455,CANDIDATE,0,0,0,0,7.7859111,7.788,45.5,0.675,0.68,939.0,183.92,6045.0,4.479,0.954,12.0
4456,FALSE POSITIVE,0,0,1,0,2.44926655,2.988,108.2,0.253,0.76,1033.0,269.06,4840.0,4.551,0.749,10.7
4457,FALSE POSITIVE,0,0,1,1,2.17812826,2.601,100.8,0.344,0.81,1206.0,500.27,5426.0,4.579,0.805,10.4
4458,CANDIDATE,0,0,0,0,31.183688,6.14,139.8,0.8319,3.21,876.0,139.27,5947.0,3.814,2.407,7.9
4459,FALSE POSITIVE,0,0,1,1,1.33259494,2.783,92.7,0.104,0.89,1665.0,1814.46,6063.0,4.51,0.918,7.8
4460,FALSE POSITIVE,0,0,1,1,2.05048377,3.67,60.5,0.013,0.66,1339.0,761.65,5568.0,4.451,0.854,14.3
4461,FALSE POSITIVE,0,0,1,1,1.19550618,3.337,26.9,0.483,0.78,2152.0,5062.04,6088.0,4.15,1.463,13.3
4462,CANDIDATE,0,0,0,0,2.94242323,1.519,293.3,0.447,1.42,1098.0,344.64,5436.0,4.573,0.819,14.7
4463,FALSE POSITIVE,1,0,0,0,0.683082998,4.409,143.3,0.694,9.92,6757.0,492690.35,8247.0,3.17,7.762,26.1
4464,FALSE POSITIVE,1,0,1,0,0.791771167,2.4463,509.2,1.224,82.71,3419.0,32163.04,6218.0,3.678,3.07,82.4
4465,FALSE POSITIVE,0,1,0,0,0.894172544,0.8302,86.2,0.162,0.68,1461.0,1070.89,4982.0,4.591,0.736,16.9
4466,FALSE POSITIVE,0,0,1,0,1.68207624,1.519,54.7,0.56,1.01,1980.0,3646.1,6495.0,4.191,1.311,11.1
4467,FALSE POSITIVE,0,0,1,0,9.8480917,3.079,141.9,0.127,0.88,711.0,60.47,5289.0,4.546,0.748,9.7
4468,FALSE POSITIVE,1,0,0,1,0.566800593,3.909,12.3,0.2,0.48,2783.0,14091.55,6476.0,4.255,1.353,10.4
4469,FALSE POSITIVE,0,0,1,0,0.969602551,1.728,111.0,0.415,0.69,1334.0,750.09,4856.0,4.643,0.66,10.4
4470,CANDIDATE,0,0,0,0,13.0914878,2.037,37.5,0.145,0.79,892.0,149.52,5919.0,4.238,1.288,8.0
4471,FALSE POSITIVE,0,0,1,0,9.25801294,2.854,88.1,0.186,1.73,1229.0,539.51,6200.0,3.977,1.834,12.9
4472,FALSE POSITIVE,0,1,1,1,25.9554044,8.491,122.7,0.952,1.46,656.0,43.9,6058.0,4.408,1.038,11.6
